domain,metadata_comment,ip
nasakkk.eu.cc,Possible CyberStrikeAI Domain (Unverified),107.173.13.251
ncloud.one,Possible wstunnel Domain (Unverified),194.233.67.95
neodriveframework.com,Possible DinDoor Domain (Unverified),91.92.43.194
netdata.ridber.duckdns.org,Possible Ligolo-ng Domain (Unverified),144.22.61.59
nexpose.cmitcentralri.com,Possible Metasploit Domain (Unverified),184.185.107.7
nextgpt.dev,Possible BurpSuite Collaborator Domain (Unverified),165.227.170.169
nhwis.com,Possible Hak5 Cloud C2 Domain (Unverified),45.238.142.234
nicephoto.com,Possible Viper Domain (Unverified),216.118.101.61
nirvatopia.com,Possible Hak5 Cloud C2 Domain (Unverified),85.90.244.171
nitech246.myqnapcloud.com,Possible Hak5 Cloud C2 Domain (Unverified),95.82.0.207
nlpah.bungab.com,Possible PureRAT Domain (Unverified),172.237.88.168
no.collaborator.fi,Possible BurpSuite Collaborator Domain (Unverified),3.255.24.167
node.deepstone.fr,Possible Ligolo-ng Domain (Unverified),94.237.29.103
node.ripalgantengstore.mystore-panel.my.id,Possible Evilginx/EvilGoPhish Domain (Unverified),178.128.171.71
nomadsandco.pt,Possible Metasploit Domain (Unverified),109.123.242.116
nonocloud.onthewifi.com,Possible Hak5 Cloud C2 Domain (Unverified),186.105.15.81
ns.36oadvanced.com,Possible BurpSuite Collaborator Domain (Unverified),3.220.198.57
ns.form3-infosec.com,Possible BurpSuite Collaborator Domain (Unverified),18.130.37.164
ns.tb.cn.eu.org,Possible Pupy RAT Domain (Unverified),103.79.79.105
ns1-us.collaborator.x-force.io,Possible BurpSuite Collaborator Domain (Unverified),170.225.217.226
ns1.123423326.xyz,Possible BurpSuite Collaborator Domain (Unverified),158.180.234.182
ns1.accesmobile.com,Possible PureRAT Domain (Unverified),80.96.109.107
ns1.bbhunting.com,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns1.cloudvalidaton.online,Possible BurpSuite Collaborator Domain (Unverified),52.116.200.210
ns1.collab.omni.tools,Possible BurpSuite Collaborator Domain (Unverified),35.178.84.50
ns1.collaborator.nviso.tools,Possible BurpSuite Collaborator Domain (Unverified),54.72.76.160
ns1.intrudir.zip,Possible BurpSuite Collaborator Domain (Unverified),154.53.54.17
ns1.openfigure.net,Possible BurpSuite Collaborator Domain (Unverified),18.162.204.69
ns1.pharmaeuropa.com,Possible BurpSuite Collaborator Domain (Unverified),3.135.46.134
ns1.psres.net,Possible BurpSuite Collaborator Domain (Unverified),52.212.133.79
ns1.sallerlab.net,Possible BurpSuite Collaborator Domain (Unverified),94.130.187.49
ns1.steelcdn.net,Possible BurpSuite Collaborator Domain (Unverified),35.175.92.152
ns1.techsightlab.com,Possible BurpSuite Collaborator Domain (Unverified),164.92.135.94
ns1.telemetry-hosts.com,Possible BurpSuite Collaborator Domain (Unverified),172.235.191.107
ns2.bbhunting.com,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns2.bcybsec.com,Possible BurpSuite Collaborator Domain (Unverified),217.160.159.94
ns2.circlesquarefeet.com,Possible BurpSuite Collaborator Domain (Unverified),18.215.46.181
ns2.jj2.pw,Possible BurpSuite Collaborator Domain (Unverified),51.195.222.153
ns2.legitimatetrust.com,Possible BurpSuite Collaborator Domain (Unverified),3.78.167.14
ns2.nettwatch.com,Possible BurpSuite Collaborator Domain (Unverified),63.35.175.119
ns2.oast.run,Possible BurpSuite Collaborator Domain (Unverified),51.81.21.204
ns2.oastly.com,Possible BurpSuite Collaborator Domain (Unverified),104.197.184.198
ns2.psres.net,Possible BurpSuite Collaborator Domain (Unverified),52.212.133.79
ns2.sallerlab.net,Possible BurpSuite Collaborator Domain (Unverified),94.130.187.49
ns3.acceleratedweb.net,Possible Viper Domain (Unverified),216.118.101.3
ns3.bbhunting.com,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns4.arcollaborator.net,Possible BurpSuite Collaborator Domain (Unverified),18.192.228.100
nsc.spiderlabs.us,Possible BurpSuite Collaborator Domain (Unverified),3.8.18.192
nscollaborator.six-red.com,Possible BurpSuite Collaborator Domain (Unverified),20.208.137.30
ntfy.area404.nl,Possible Hak5 Cloud C2 Domain (Unverified),144.91.64.114
nuhai.xyz,Possible DinDoor Domain (Unverified),91.92.33.250
null.buzzpostliar.site,Possible PentAGI Domain (Unverified),23.95.188.241
nvcollaborator.nvidia.com,Possible BurpSuite Collaborator Domain (Unverified),18.217.65.39
nx1.fi,Possible BurpSuite Collaborator Domain (Unverified),18.184.113.9
nx1.fi,Possible BurpSuite Collaborator Domain (Unverified),3.125.80.158
o.qazw.org,Possible BurpSuite Collaborator Domain (Unverified),51.159.149.184
oast-burp.site,Possible BurpSuite Collaborator Domain (Unverified),211.188.55.128
oast.infigo.hr,Possible BurpSuite Collaborator Domain (Unverified),52.142.226.8
oast.run,Possible BurpSuite Collaborator Domain (Unverified),51.81.21.204
ohme.dev,Possible BurpSuite Collaborator Domain (Unverified),67.207.72.191
ojbk.zip,Possible Reverse_SSH Domain (Unverified),20.2.139.87
ojbk.zip,Possible Supershell Domain (Unverified),20.2.139.87
oklalalala111.shop,Possible Mythic Domain (Unverified),45.192.169.57
onlyz.xyz,Possible Sliver Domain (Unverified),51.15.8.6
oob.bountyexplained.com,Possible BurpSuite Collaborator Domain (Unverified),129.212.194.246
oob.h4wk.cc,Possible BurpSuite Collaborator Domain (Unverified),37.60.245.86
oob.pwn.rocks,Possible BurpSuite Collaborator Domain (Unverified),136.117.244.47
oob.ramduel.com,Possible BurpSuite Collaborator Domain (Unverified),174.138.47.30
openbasketway.eu,Possible Evilginx/EvilGoPhish Domain (Unverified),66.29.134.188
opr.lv,Possible BurpSuite Collaborator Domain (Unverified),82.145.216.214
ops.nccd.com.cn,Possible CyberStrikeAI Domain (Unverified),171.34.206.4
optimill-5.direct.quickconnect.to,Possible RedAmon Domain (Unverified),50.80.155.26
osint.mekovhomelab.com,Possible PentAGI Domain (Unverified),163.245.218.154
otp-login.pug.gs,Possible AdaptixC2 Domain (Unverified),202.191.67.71
out.online-pdf090459.ronchni.it,Possible DevilGinx Domain (Unverified),185.212.128.59
out.online-pdf090459.ronchni.it,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.59
outviam.xyz,Possible CyberStrikeAI Domain (Unverified),104.234.26.12
ovw9kdq1on1yt3xb15794.cleavr.one,Possible Ligolo-ng Domain (Unverified),94.237.87.159
p8w.me,Possible BurpSuite Collaborator Domain (Unverified),146.59.86.98
packet-panda.com,Possible Hak5 Cloud C2 Domain (Unverified),76.223.105.230
pakistan-dns.live,Possible Ligolo-ng Domain (Unverified),64.111.92.7
pandoramexico.online,Possible DevilGinx Domain (Unverified),185.212.128.90
pandoramexico.online,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.90
panel.hachimigit.xyz,Possible PentAGI Domain (Unverified),216.236.32.28
panel.phorxys.com,Possible Hookbot/Pegasus Domain (Unverified),130.61.146.214
patienten.leydenkliniek.nl,Possible BurpSuite Collaborator Domain (Unverified),149.210.175.69
paypal.sylu.net,Possible CyberStrikeAI Domain (Unverified),192.210.193.29
pbx.softphonix.com,Possible Ligolo-ng Domain (Unverified),94.237.30.41
pdf-sos.com,Possible AsyncRAT Domain (Unverified),80.190.77.86
pe1chen.top,Possible CyberStrikeAI Domain (Unverified),82.157.129.205
pekvital.com,Possible wstunnel Domain (Unverified),43.106.139.208
pentagi.merchlookup.digital,Possible PentAGI Domain (Unverified),195.20.115.155
pentagi.ovncr.vn,Possible PentAGI Domain (Unverified),42.1.65.197
pentagi.tulip-tech.app,Possible PentAGI Domain (Unverified),13.43.80.17
pentest.cto-docusketch.com,Possible PentAGI Domain (Unverified),204.168.237.145
pentest.eu,Possible Hak5 Cloud C2 Domain (Unverified),89.167.70.111
pentest.tlnr.no,Possible BurpSuite Collaborator Domain (Unverified),51.13.164.239
pentestserver.online,Possible BurpSuite Collaborator Domain (Unverified),161.35.166.54
petalasie.com,Possible DinDoor Domain (Unverified),23.94.252.80
photo.lv-11.com,Possible Evilginx/EvilGoPhish Domain (Unverified),192.208.12.91
pics.18qiang.com,Possible Metasploit Domain (Unverified),60.191.208.227
pingbackmetrics.com,Possible BurpSuite Collaborator Domain (Unverified),37.220.220.106
pingus.ca,Possible BurpSuite Collaborator Domain (Unverified),52.60.34.199
pivotpoint.fit,Possible Mythic Domain (Unverified),89.127.233.194
plateformessuresfrance.com,Possible Ligolo-ng Domain (Unverified),83.136.250.175
plentitudecom.help,Possible Mythic Domain (Unverified),45.150.109.209
poausnf.top,Possible PureRAT Domain (Unverified),45.88.91.165
poc.bdef.ninja,Possible BurpSuite Collaborator Domain (Unverified),77.42.29.165
polling.burp.tvmglobal.com,Possible BurpSuite Collaborator Domain (Unverified),88.208.96.173
polling.collab.shellcoded.com,Possible BurpSuite Collaborator Domain (Unverified),217.160.88.19
portal.cairnsecurity.com,Possible Cairn Domain (Unverified),52.238.195.144
portal.dwclick.com,Possible PentAGI Domain (Unverified),47.252.102.108
porugalcaslsita.com,Possible Ligolo-ng Domain (Unverified),94.237.86.1
pousadaboutique.com.br,Possible Havoc Domain (Unverified),191.252.184.198
powergen.centralus.cloudapp.azure.com,Possible AdaptixC2 Domain (Unverified),20.118.221.53
preprod.dance-hub.io,Possible PentAGI Domain (Unverified),158.69.125.139
prod.hackingasaservice.network,Possible BurpSuite Collaborator Domain (Unverified),20.31.224.59
proseclabscollab.com,Possible BurpSuite Collaborator Domain (Unverified),3.140.217.238
protect.mimecast.com.tronscan.sbs,Possible Evilginx/EvilGoPhish Domain (Unverified),169.58.12.228
prubelifepay.com,Possible Hak5 Cloud C2 Domain (Unverified),74.208.201.158
pstong.xyz,Possible CyberStrikeAI Domain (Unverified),103.145.58.207
pt.etas.com,Possible BurpSuite Collaborator Domain (Unverified),20.113.47.171
pu57d.cn,Possible CyberStrikeAI Domain (Unverified),38.6.103.80
puracollaborator.com,Possible BurpSuite Collaborator Domain (Unverified),32.192.58.79
purehvn2mailko.online,Possible PureRAT Domain (Unverified),45.139.104.26
purehvn3mailko.online,Possible PureRAT Domain (Unverified),45.139.104.26
pushws.cloudprovider.online,Possible Evilginx/EvilGoPhish Domain (Unverified),213.111.149.141
pwd.njtopsun.com,Possible CyberStrikeAI Domain (Unverified),58.213.83.82
qiuxinghe.cn,Possible CyberStrikeAI Domain (Unverified),38.76.173.164
qqcn.asia,Possible CyberStrikeAI Domain (Unverified),111.229.144.163
qw.tiktokshop-au.com,Possible CyberStrikeAI Domain (Unverified),45.192.212.85
qywx.mzlzkj.com,Possible CyberStrikeAI Domain (Unverified),47.114.86.18
r1.firehousecoffeeco.com,Possible BurpSuite Collaborator Domain (Unverified),146.190.129.110
rabbit.cosmicl.ink,Possible BurpSuite Collaborator Domain (Unverified),3.254.200.154
rackmora.com,Possible Mythic Domain (Unverified),142.93.126.132
radarr.darkmavies.ca,Possible Evilginx/EvilGoPhish Domain (Unverified),149.56.12.202
rapid7test.com,Possible BurpSuite Collaborator Domain (Unverified),38.242.21.206
real-honesty.com,Possible AsyncRAT Domain (Unverified),195.177.94.101
realsupportservices.com,Possible Mythic Domain (Unverified),5.9.129.105
reelhub123.com,Possible CyberStrikeAI Domain (Unverified),38.76.182.7
rekon-scan-tokyo-01.teknic.io,Possible Cairn Domain (Unverified),202.182.98.149
remolsoeiez.shop,Possible PureRAT Domain (Unverified),45.139.104.226
reporting.donewith.factdocspro90.business,Possible DevilGinx Domain (Unverified),185.212.128.233
reporting.donewith.factdocspro90.business,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.233
resta.technoreon.com,Possible Ligolo-ng Domain (Unverified),94.237.81.235
rfkldcvmb.chb.pt.y-sec.org,Possible BurpSuite Collaborator Domain (Unverified),52.29.255.95
rieats.app,Possible AsyncRAT Domain (Unverified),84.247.187.47
rnr.plqa.xyz,Possible Reverse_SSH Domain (Unverified),192.3.84.131
robl0x.work.gd,Possible CHAOS Domain (Unverified),222.255.100.119
rollkrelep.online,Possible PureRAT Domain (Unverified),72.14.136.90
room.coolairkh.pp.ua,Possible wstunnel Domain (Unverified),193.180.215.151
rovider.net,Possible AsyncRAT Domain (Unverified),80.190.77.86
rrm.pw,Possible BurpSuite Collaborator Domain (Unverified),37.187.54.26
rusaliniliev.com,Possible Mythic Domain (Unverified),95.158.131.141
russmodule.xyz,Possible AdaptixC2 Domain (Unverified),5.180.20.26
rxingchiguawang.top,Possible CyberStrikeAI Domain (Unverified),38.6.126.220
rxingchiguawang.top,Possible PentAGI Domain (Unverified),38.6.126.220
s-generaie33.info,Possible PureRAT Domain (Unverified),31.56.209.161
s.qp.gy,Possible BurpSuite Collaborator Domain (Unverified),34.246.30.37
s0k.xyz,Possible BurpSuite Collaborator Domain (Unverified),54.37.72.253
safe-netsurfing.com,Possible Hak5 Cloud C2 Domain (Unverified),15.161.176.25
saletokens.cn,Possible CyberStrikeAI Domain (Unverified),103.118.252.41
sanjiusedaohang.top,Possible CyberStrikeAI Domain (Unverified),38.6.126.216
sanjiusedaohang.top,Possible PentAGI Domain (Unverified),38.6.126.216
sasss.mazarathosting.site,Possible Mythic Domain (Unverified),104.207.93.167
satanics.org,Possible Mirai Botnet Domain (Unverified),149.56.206.68
scalheathyflo.org,Possible CyberStrikeAI Domain (Unverified),212.86.125.83
scanner.indomain.my.id,Possible PentAGI Domain (Unverified),116.204.131.95
sdawx.shop,Possible DcRat Domain (Unverified),156.238.120.12
securemailinbox.com,Possible Mythic Domain (Unverified),20.200.61.22
securetransfer.rijkscloud.nl.sollicitatie.zip,Possible BurpSuite Collaborator Domain (Unverified),147.181.37.190
securilogic.com,Possible Havoc Domain (Unverified),38.242.151.91
securitum.ninja,Possible Metasploit Domain (Unverified),139.144.78.41
securitytest.ing,Possible BurpSuite Collaborator Domain (Unverified),18.118.156.192
seerqu.top,Possible CyberStrikeAI Domain (Unverified),38.6.126.202
seerqu.top,Possible PentAGI Domain (Unverified),38.6.126.202
segurosdelpichincha.site,Possible Hak5 Cloud C2 Domain (Unverified),146.190.211.163
seuratt.top,Possible CyberStrikeAI Domain (Unverified),204.194.51.54
seyuai.top,Possible CyberStrikeAI Domain (Unverified),38.6.126.211
seyuai.top,Possible PentAGI Domain (Unverified),38.6.126.211
sf.zyp3.com,Possible BurpSuite Collaborator Domain (Unverified),178.18.249.161
sg.maizonette.eu.cc,Possible Ligolo-ng Domain (Unverified),95.111.197.197
sgs-z.com,Possible AdaptixC2 Domain (Unverified),134.122.132.28
sh.199707.best,Possible Reverse_SSH Domain (Unverified),192.3.84.101
shaoluokoujiangmv.top,Possible CyberStrikeAI Domain (Unverified),38.6.126.203
shaoluokoujiangmv.top,Possible PentAGI Domain (Unverified),38.6.126.203
shaoluoziyu.top,Possible CyberStrikeAI Domain (Unverified),38.6.126.194
shelldir.poaufqqga.icu,Possible AdaptixC2 Domain (Unverified),186.244.227.27
shenyefuliyingyuan.top,Possible CyberStrikeAI Domain (Unverified),38.6.103.67
shenyefuliyingyuan.top,Possible PentAGI Domain (Unverified),38.6.103.67
shippingbill.net,Possible AsyncRAT Domain (Unverified),69.10.49.136
shiptermstud.sbs,Possible PureRAT Domain (Unverified),217.156.66.203
shunvavyiquerqu.top,Possible CyberStrikeAI Domain (Unverified),38.6.103.92
shunvavyiquerqu.top,Possible PentAGI Domain (Unverified),38.6.103.92
shunvhouruneishe.top,Possible CyberStrikeAI Domain (Unverified),38.6.126.212
shunvhouruneishe.top,Possible PentAGI Domain (Unverified),38.6.126.212
sim-medical.softvalleylabs.com,Possible Ligolo-ng Domain (Unverified),94.237.111.48
simple-online-planning.com,Possible PureRAT Domain (Unverified),104.168.148.29
sinara.lptui.co.id,Possible PentAGI Domain (Unverified),94.130.7.250
sistema.supportline.com.br,Possible Ligolo-ng Domain (Unverified),177.130.81.78
sitezhuboziwei.top,Possible CyberStrikeAI Domain (Unverified),38.6.126.213
skgorky.ru,Possible AsyncRAT Domain (Unverified),31.177.110.9
slftr.io,Possible BurpSuite Collaborator Domain (Unverified),138.199.244.38
smallhubz.com,Possible DinDoor Domain (Unverified),2.27.248.75
smkn9bekasi.anbk.web.id,Possible Ligolo-ng Domain (Unverified),213.163.201.231
snap.senhai.store,Possible PentAGI Domain (Unverified),123.60.2.245
sniper.cambounisoll.com,Possible Metasploit Domain (Unverified),120.136.24.164
sof-col.fr,Possible BurpSuite Collaborator Domain (Unverified),13.36.187.230
sokmoroco.com,Possible AsyncRAT Domain (Unverified),169.58.180.142
solalalala.space,Possible CyberStrikeAI Domain (Unverified),114.132.167.206
sonqhong.com,Possible AsyncRAT Domain (Unverified),23.132.164.72
sos.maryan.com,Possible PentAGI Domain (Unverified),51.195.44.88
sotnya-api.150-241-66-55.sslip.io,Possible PureRAT Domain (Unverified),150.241.66.55
spankedbyphone.com,Possible Viper Domain (Unverified),216.118.101.41
speed.gcc-cloud.com,Possible Ligolo-ng Domain (Unverified),209.50.61.16
speedtest.sistemaspalacios.com.co,Possible Reverse_SSH Domain (Unverified),201.182.251.238
sponge.legions.cx,Possible Sliver Domain (Unverified),167.99.51.2
ss-1.ca,Possible BurpSuite Collaborator Domain (Unverified),35.95.200.44
sso-dev.integra.id,Possible PentAGI Domain (Unverified),143.198.85.159
stan-erneuern.info,Possible HypeAgent C2 Domain (Unverified),64.89.160.140
static.dara-bala.kz,Possible Evilginx/EvilGoPhish Domain (Unverified),194.32.142.225
staticbrochure702devb.pstechs.net,Possible BurpSuite Collaborator Domain (Unverified),100.26.154.249
status.98cat.cn,Possible CyberStrikeAI Domain (Unverified),114.132.84.116
steadydigitals.com,Possible CyberStrikeAI Domain (Unverified),172.86.123.104
stoemora.com,Possible DinDoor Domain (Unverified),93.152.223.221
store.imim.us.cc,Possible CyberStrikeAI Domain (Unverified),151.243.126.22
stupefied-germain.91-215-85-212.plesk.page,Possible AdaptixC2 Domain (Unverified),91.215.85.212
sub.jscdn.top,Possible CyberStrikeAI Domain (Unverified),167.17.69.200
sunyotech.com,Possible Ligolo-ng Domain (Unverified),67.207.81.22
supabasekong-ko08wwcs0sooc0wog0884w0w.16.171.13.191.sslip.io,Possible Covenant Domain (Unverified),16.171.13.191
surgery.healthydefinitetrunk.com,Possible DinDoor Domain (Unverified),2.27.122.16
surmedic.comerciosoft.com,Possible PentAGI Domain (Unverified),49.12.98.113
sutahi.com,Possible PentAGI Domain (Unverified),130.94.57.184
suvenir.bg,Possible Mythic Domain (Unverified),95.158.131.139
sziiuh.info,Possible Cairn Domain (Unverified),155.254.22.88
szsmijri.com,Possible DcRat Domain (Unverified),118.107.46.177
t.bldo.top,Possible PentAGI Domain (Unverified),207.57.133.180
t9p.me,Possible BurpSuite Collaborator Domain (Unverified),57.128.169.252
taike.exove.eu,Possible Ligolo-ng Domain (Unverified),94.237.103.172
tangxinneishe.top,Possible CyberStrikeAI Domain (Unverified),38.6.126.199
tangxinneishe.top,Possible PentAGI Domain (Unverified),38.6.126.199
tanksetup.duckdns.org,Possible Hak5 Cloud C2 Domain (Unverified),72.194.121.32
taste-of-maple.com,Possible Mythic Domain (Unverified),151.243.101.44
tavily.078463.xyz,Possible PentAGI Domain (Unverified),192.3.239.5
techhalo.chat,Possible Ligolo-ng Domain (Unverified),194.113.75.24
tedrforth.com,Possible PureRAT Domain (Unverified),185.112.59.115
telemetry-hosts.com,Possible BurpSuite Collaborator Domain (Unverified),172.235.191.107
terminal.cubelaboratory.com,Possible Mythic Domain (Unverified),206.189.167.120
test.136-112-20-198.sslip.io,Possible PentAGI Domain (Unverified),136.112.20.198
test.crm.devagroup.com.pl,Possible Pyramid Domain (Unverified),54.38.94.225
test101can.duckdns.org,Possible PureRAT Domain (Unverified),195.177.94.188
test19.senbee.app,Possible Ligolo-ng Domain (Unverified),94.237.102.25
test7.sbtx.me,Possible CyberStrikeAI Domain (Unverified),161.33.184.234
testspread.cyou,Possible PureRAT Domain (Unverified),91.219.239.100
tezhuobio.com,Possible CyberStrikeAI Domain (Unverified),177.211.86.194
thebangbros.com,Possible AsyncRAT Domain (Unverified),80.190.77.86
tiantiying.top,Possible CyberStrikeAI Domain (Unverified),38.6.126.197
tingtingdewuyetian.top,Possible CyberStrikeAI Domain (Unverified),38.6.103.77
tjaula.cn,Possible CyberStrikeAI Domain (Unverified),38.6.126.194
tjaula.cn,Possible PentAGI Domain (Unverified),38.6.126.194
tkshopvip.shop,Possible Reverse_SSH Domain (Unverified),134.122.169.60
token.smart365.fun,Possible CyberStrikeAI Domain (Unverified),39.102.136.149
toukui438riben.top,Possible CyberStrikeAI Domain (Unverified),38.6.103.73
townshopz.com,Possible DinDoor Domain (Unverified),2.27.248.72
track.candlemakingpro.com,Possible PentAGI Domain (Unverified),167.86.93.226
tt33.com,Possible Reverse_SSH Domain (Unverified),103.233.8.39
tt33.com,Possible Supershell Domain (Unverified),103.233.8.39
ttclaw.vip,Possible CyberStrikeAI Domain (Unverified),170.106.173.244
ttredteam.com,Possible BurpSuite Collaborator Domain (Unverified),3.83.14.30
tts88.cc,Possible DcRat Domain (Unverified),143.92.61.232
tunnel.pierx.app,Possible Ligolo-ng Domain (Unverified),43.133.150.243
turn.ctrlswarm.link,Possible RedAmon Domain (Unverified),149.50.96.18
tvmerkezi5.org,Possible Ligolo-ng Domain (Unverified),164.215.103.20
txxy666.top,Possible Bianlian Go Trojan Domain (Unverified),122.51.212.92
u78dm.r4cafffq.com,Possible BurpSuite Collaborator Domain (Unverified),44.207.126.65
ui.dune.industrydocspro980.business,Possible DevilGinx Domain (Unverified),185.212.128.51
ui.dune.industrydocspro980.business,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.51
uk-lon-16.firstlookgames.com,Possible Ligolo-ng Domain (Unverified),83.136.253.246
uk.nccburp.com,Possible BurpSuite Collaborator Domain (Unverified),5.148.32.234
uk25.yourbot.biz,Possible CyberStrikeAI Domain (Unverified),188.119.149.238
ukplayfinder.com,Possible Ligolo-ng Domain (Unverified),94.237.52.134
unmeters.com,Possible BurpSuite Collaborator Domain (Unverified),167.235.148.176
upeddler.com,Possible CyberStrikeAI Domain (Unverified),39.96.216.99
usdtproperties.top,Possible Evilginx/EvilGoPhish Domain (Unverified),104.207.132.238
usrn.330225.xyz,Possible CyberStrikeAI Domain (Unverified),23.238.118.235
uu0.me,Possible BurpSuite Collaborator Domain (Unverified),217.182.168.35
uu0k3.duckdns.org,Possible CyberStrikeAI Domain (Unverified),64.90.11.62
ux6.me,Possible BurpSuite Collaborator Domain (Unverified),141.94.204.116
v.vii.vi,Possible BurpSuite Collaborator Domain (Unverified),209.126.81.167
vaadata.collaborator.fr,Possible BurpSuite Collaborator Domain (Unverified),139.59.207.120
varo.45-197-146-172.sslip.io,Possible PentAGI Domain (Unverified),45.197.146.172
vas.n3t.top,Possible wstunnel Domain (Unverified),103.199.19.148
vb.smf.ai,Possible BurpSuite Collaborator Domain (Unverified),194.182.164.79
vebymutr.shihua.site,Possible CyberStrikeAI Domain (Unverified),159.75.106.232
vectrion.de,Possible Hak5 Cloud C2 Domain (Unverified),173.249.27.61
vi27.com,Possible BurpSuite Collaborator Domain (Unverified),3.223.62.26
video.ocpets.ai,Possible wstunnel Domain (Unverified),178.104.152.249
video.suntendy.com.cn,Possible Reverse_SSH Domain (Unverified),152.136.56.105
video.suntendy.com.cn,Possible Supershell Domain (Unverified),152.136.56.105
viii.vii.vi,Possible BurpSuite Collaborator Domain (Unverified),209.126.81.167
violetforestri.pro,Possible Mirai Botnet Domain (Unverified),94.154.43.38
vk2.pw,Possible BurpSuite Collaborator Domain (Unverified),51.38.231.99
vlogblogbible.com,Possible PureRAT Domain (Unverified),193.25.215.83
vmbc.azure.rabo.cloud,Possible BurpSuite Collaborator Domain (Unverified),20.50.136.43
vmi3180890.contaboserver.net,Possible Ligolo-ng Domain (Unverified),185.193.66.120
vn.fojrhirl.com,Possible PentAGI Domain (Unverified),27.124.19.117
vnajsxma.usvii.live,Possible PentAGI Domain (Unverified),89.117.0.51
voidproxy.4e8fb32a70ff70.192.159.99.211.sslip.io,Possible PureRAT Domain (Unverified),192.159.99.211
vp40.co,Possible BurpSuite Collaborator Domain (Unverified),147.182.134.54
vpn.mapz.cl,Possible wstunnel Domain (Unverified),190.114.255.126
vpn.pwny.world,Possible Sliver Domain (Unverified),82.165.79.60
vps.notelab.cc,Possible Ligolo-ng Domain (Unverified),82.208.23.183
vps.notelab.cc,Possible PentAGI Domain (Unverified),82.208.23.183
vps113661.inmotionhosting.com,Possible BurpSuite Collaborator Domain (Unverified),23.235.220.135
vscode.oastfy.com,Possible BurpSuite Collaborator Domain (Unverified),20.119.38.98
vyhk1.19841014.xyz,Possible Supershell Domain (Unverified),45.145.228.16
w3.fullwoodcare.co.uk,Possible Evilginx/EvilGoPhish Domain (Unverified),142.93.49.30
wangheiliao.top,Possible CyberStrikeAI Domain (Unverified),38.6.126.198
wangheiliao.top,Possible PentAGI Domain (Unverified),38.6.126.198
web.rocketsrv.net,Possible PureRAT Domain (Unverified),94.103.1.61
webfetch.swiftlydetecting.com,Possible Mythic Domain (Unverified),136.24.173.249
well-pal.antisoc.io,Possible Mythic Domain (Unverified),157.245.228.139
wh.gl,Possible BurpSuite Collaborator Domain (Unverified),94.237.12.223
whirlytubes.algorithmicgaze.com,Possible Xalgorix Domain (Unverified),46.225.167.158
whoami.cyou,Possible AdaptixC2 Domain (Unverified),8.137.111.232
whxck.xyz,Possible BurpSuite Collaborator Domain (Unverified),43.153.206.145
wi0n.top,Possible BurpSuite Collaborator Domain (Unverified),51.75.74.169
wibbyzap.xyz,Possible PureRAT Domain (Unverified),185.254.99.169
wild-courtyard-prime.pro,Possible Cairn Domain (Unverified),144.31.223.254
winassistantx.supportrmx.foo,Possible AsyncRAT Domain (Unverified),191.107.92.58
winassistantx.supportrmx.foo,Possible DcRat Domain (Unverified),191.107.92.58
windows-cam.casacam.net,Possible AsyncRAT Domain (Unverified),104.243.248.63
windows64bit.giize.com,Possible AsyncRAT Domain (Unverified),104.243.248.63
wiretunnel.com,Possible wstunnel Domain (Unverified),50.116.13.49
wpz.pw,Possible BurpSuite Collaborator Domain (Unverified),149.202.34.181
wqk77ubv7b54.appstringstore.shop,Possible PureRAT Domain (Unverified),217.60.195.60
wsxiaofeijidazhan20250403.ziot-tj.com,Possible CyberStrikeAI Domain (Unverified),124.221.167.25
wtmxscw.jesrfocv4f.com,Possible Evilginx/EvilGoPhish Domain (Unverified),104.105.15.96
wumanzaixiankan.top,Possible CyberStrikeAI Domain (Unverified),38.6.126.200
wumanzaixiankan.top,Possible PentAGI Domain (Unverified),38.6.126.200
www.aishyy.com,Possible CyberStrikeAI Domain (Unverified),177.211.86.209
www.alucard.nl,Possible Hak5 Cloud C2 Domain (Unverified),141.224.255.72
www.amazing-liskov.192-162-199-188.plesk.page,Possible PureRAT Domain (Unverified),192.162.199.188
www.amyicotech.com,Possible AdaptixC2 Domain (Unverified),149.202.227.107
www.anisora.fun,Possible Mythic Domain (Unverified),217.216.34.133
www.aqkow.lol,Possible Reverse_SSH Domain (Unverified),165.154.236.119
www.attu.athena-doc-chat.com,Possible Havoc Domain (Unverified),38.242.209.29
www.aufcnm.top,Possible DcRat Domain (Unverified),82.23.246.148
www.aw.devagroup.com.pl,Possible Pyramid Domain (Unverified),54.38.94.225
www.ayidc.icu,Possible CyberStrikeAI Domain (Unverified),107.151.246.217
www.baojie8021.com,Possible CyberStrikeAI Domain (Unverified),177.211.86.211
www.bbs.mythicalkingdom.com,Possible Mythic Domain (Unverified),132.145.210.148
www.bhsun.com,Possible CyberStrikeAI Domain (Unverified),149.88.73.75
www.biyong.shop,Possible PureRAT Domain (Unverified),92.118.126.165
www.burgerhalva.ru,Possible AdaptixC2 Domain (Unverified),45.150.38.95
