metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1790483171.5431,elite,6888.4360646302,1790365885.2762,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790364031,1790483171.5431,7518,socks5,45.74.31.42:7518,True,5635.7080936432,530,378,58.370044052863,45.74.31.42
True,1790483171.5371,elite,14269.203592618,1781703815.6771,AS138915 Kaopu Cloud HK Limited,KAOPU-HK,Hong Kong,Asia,AS,Hong Kong,HK,,True,Kaopu Cloud HK Limited,22.3193,114.169,False,Kaopu Cloud HK Limited,True,Kowloon,success,Asia/Hong_Kong,999077,1790170414,1790483171.5371,10002,socks5,154.223.77.54:10002,True,6517.6396369934,49911,96371,34.119713977113,154.223.77.54
True,1790483171.5262,elite,6900.6341140836,1789796966.2952,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790398402,1790483171.5262,16483,socks5,45.74.31.40:16483,True,1790.1341915131,2220,3441,39.21568627451,45.74.31.40
True,1790483171.5224,elite,5436.1681720934,1789564852.9681,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790167519,1790483171.5224,4864,socks5,45.74.31.25:4864,True,2115.0286197662,1757,4231,29.342017368069,45.74.31.25
True,1790483053.1841,elite,7921.1611980679,1790449130.0814,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790446419,1790483171.5008,13537,socks5,45.74.31.41:13537,True,6476.939201355,174,119,59.38566552901,45.74.31.41
True,1790483016.0433,elite,6585.4617450664,1790160154.4107,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790156527,1790483171.4602,5976,socks5,45.74.31.47:5976,True,6050.5900382996,536,1623,24.826308476146,45.74.31.47
True,1790483153.7619,elite,3472.5283742109,1710550794.5099,AS18403 FPT Telecom Company,FPT-VN,Ho Chi Minh City,Asia,AS,Vietnam,VN,,False,FPT Telecom Company,10.822,106.6257,False,Vietnam Internet Network Information Center,True,Ho Chi Minh,success,Asia/Ho_Chi_Minh,700000,1790100010,1790483171.4529,5678,socks4,118.71.99.233:5678,True,4124.2089271545,322590,1046844,23.556447408199,118.71.99.233
True,1790482855.3606,elite,2150.1775919892,1783215063.4814,AS41985 Stargroup LLC,STARGROUP-UA-AS,Kyiv,Europe,EU,Ukraine,UA,,False,Stargroup LLC,50.458,30.5303,False,Stargroup LLC,True,Kyiv City,success,Europe/Kyiv,01001,1790470106,1790483171.4408,3129,socks4,185.244.158.4:3129,True,3267.9190635681,250226,161610,60.758651502054,185.244.158.4
True,1790422395.3495,elite,1019.0256323303,1790422395.3495,AS7552 Viettel Group,VIETEL-AS-AP,Hanoi,Asia,AS,Vietnam,VN,,False,Viettel Group,21.0184,105.8461,False,VIETTEL,False,Hanoi,success,Asia/Bangkok,100000,1790419419,1790483171.436,1082,socks4,116.101.76.225:1082,True,998.1575012207,6012,0,100.0,116.101.76.225
True,1790483171.3423,elite,7718.1348320071,1789688700.8357,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790291802,1790483171.3423,4617,socks5,45.74.31.25:4617,True,3434.7407817841,1017,4110,19.836161497952,45.74.31.25
True,1790483171.3406,elite,6137.0227543447,1789534515.0087,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790138831,1790483171.3406,9089,socks5,45.74.31.22:9089,True,7578.4502029419,958,3754,20.331069609508,45.74.31.22
True,1790483171.3353,elite,818.21009257109,1697005536.587,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,,True,Performive LLC,33.7488,-84.3877,False,Performive LLC,True,Georgia,success,America/New_York,30302,1790468726,1790483171.3353,4145,socks4,184.170.249.65:4145,True,748.14486503601,473655,1040507,31.281659426138,184.170.249.65
True,1790483171.328,elite,3691.6804777153,1710945006.3191,AS63747 Central Post and Telecommunication (CPT),CPT-AS-VN,Hai Bà Trưng,Asia,AS,Vietnam,VN,,False,BUUDIENCP16,21.0152,105.848,False,,True,Hanoi,success,Asia/Bangkok,,1790293016,1790483171.328,5678,socks4,103.221.228.50:5678,True,1079.4296264648,411371,873563,32.014951740712,103.221.228.50
True,1790463115.2724,elite,2591.3198589172,1776078047.2772,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Tulsa,North America,,United States,US,,False,Cox Communications Inc.,36.0284,-95.9306,False,Cox Communications,True,Oklahoma,success,America/Chicago,74137,1789991707,1790483171.3159,10919,socks5,98.178.72.21:10919,True,1073.2612609863,154628,76514,66.897405058362,98.178.72.21
True,1790483171.3004,elite,606.09370578419,1790454029.1709,AS58224 Iran Telecommunication Company PJS,TCI,Tehran,Asia,AS,Iran,IR,,False,TIC,35.7219,51.3347,False,Telecommunication Company of Tehran,False,Tehran,success,Asia/Tehran,,1790450766,1790483171.3004,3128,http,81.16.118.110:3128,False,590.95454216003,55,87,38.732394366197,81.16.118.110
True,1790482971.9604,elite,5551.7855073199,1790449998.7625,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790446427,1790483171.3001,8753,socks5,45.74.31.42:8753,True,9341.3097858429,243,78,75.700934579439,45.74.31.42
True,1790483037.0519,elite,11147.800267321,1790212354.0547,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,PNAP-ASHDC5,True,Virginia,success,America/New_York,20147,1790208963,1790483171.2795,33141,http,131.153.1.46:33141,True,392.9603099823,103,1031,9.0828924162257,131.153.1.46
True,1790483171.2368,elite,7857.3369820913,1790305526.3759,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,PNAP-ASHDC5,True,Virginia,success,America/New_York,20147,1790301646,1790483171.2368,20007,http,131.153.1.46:20007,True,4908.91289711,90,670,11.842105263158,131.153.1.46
True,1790351869.2524,elite,523.6897411848,1789726803.6895,AS214861 CloudExa-Hosting LTD,CloudExa-Hosting,New York,North America,,United States,US,,True,CloudExa-Hosting LTD,40.7128,-74.006,False,CloudExa-Hosting LTD,False,New York,success,America/New_York,10123,1790329167,1790483171.2131,1080,socks5,83.147.217.103:1080,True,491.98269844055,9586,3,99.968714151632,83.147.217.103
True,1790483171.1968,elite,3264.5901770746,1783226648.445,AS262391 ACESSOLINE TELECOMUNICACOES LTDA,ACESSOLINE TELECOMUNICACOES LTDA,Chapecó,South America,SA,Brazil,BR,,False,Acessoline Telecomunicacoes Ltda,-27.1214,-52.6604,False,Acessoline Telecomunicacoes Ltda,True,Santa Catarina,success,America/Sao_Paulo,89800,1789878573,1790483171.1968,5432,socks4,190.89.104.88:5432,True,8123.443365097,167611,191960,46.614159651362,190.89.104.88
True,1790062632.7641,elite,2498.4519623316,1776078982.9563,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Roanoke,North America,,United States,US,,False,Cox Communications Inc.,37.2681,-79.9404,False,Cox Communications Inc.,True,Virginia,success,America/New_York,24023,1790250700,1790483171.097,4145,socks5,184.178.172.26:4145,True,1140.0620937347,172368,65529,72.454885938032,184.178.172.26
True,1790483171.0466,elite,8377.2986879458,1789795719.2914,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790398229,1790483171.0466,6579,socks5,45.74.31.23:6579,True,7687.1423721313,1568,3539,30.702956726062,45.74.31.23
True,1790482966.7875,elite,5751.3348347006,1789095468.5552,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790304007,1790483171.0246,4324,socks5,45.74.31.30:4324,True,11403.827905655,1664,6933,19.355589159009,45.74.31.30
True,1790483170.9481,elite,9930.8016889551,1790285918.3232,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,Secured Servers LLC,True,Arizona,success,America/Phoenix,85001,1790283325,1790483170.9481,55167,socks5,174.138.161.146:55167,True,10135.334253311,178,1096,13.971742543171,174.138.161.146
True,1790483112.8344,elite,8052.0771324355,1789482536.7129,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790083810,1790483170.8938,4529,socks5,45.74.31.25:4529,True,5729.3388843536,2130,5739,27.068242470454,45.74.31.25
True,1790483117.0329,elite,3556.9960268959,1710565982.0211,AS3786 LG DACOM Corporation,LGDACOM,Daejeon,Asia,AS,South Korea,KR,Gyeryong-ro,False,LG DACOM KIDC,36.3461,127.375,False,plannix,True,Daejeon,success,Asia/Seoul,34178,1790027489,1790483170.8938,60984,socks4,114.108.177.104:60984,True,8277.4028778076,476799,984221,32.634666192112,114.108.177.104
True,1790483170.8875,elite,10603.406847888,1790450834.7819,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,Secured Servers LLC,False,Virginia,success,America/New_York,20147,1790448119,1790483170.8875,54351,socks5,131.153.163.122:54351,True,10148.018598557,131,128,50.579150579151,131.153.163.122
True,1790483170.8862,elite,12669.201162575,1790363236.9609,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,Secured Servers LLC,True,Arizona,success,America/Phoenix,85001,1790359750,1790483170.8862,37920,socks5,174.138.161.146:37920,True,12070.049285889,177,612,22.433460076046,174.138.161.146
True,1790483170.8829,elite,6610.1318575718,1790448458.351,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790446431,1790483170.8829,7082,socks5,45.74.31.42:7082,True,5667.4258708954,108,154,41.221374045802,45.74.31.42
True,1790483170.873,elite,8305.9555256399,1789535250.8374,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790138913,1790483170.873,9348,socks5,45.74.31.22:9348,True,9151.6768932343,3304,4896,40.292682926829,45.74.31.22
True,1790483139.8416,elite,2826.6307856981,1697055682.8489,AS203214 Hulum Almustakbal Company for Communication Engineering and Services Ltd,HulumTele,Baghdad,Asia,AS,Iraq,IQ,,False,Hulum,33.3152,44.3661,False,EarthLink Ltd. Communications&,True,Baghdad,success,Asia/Baghdad,,1790223946,1790483170.8711,52015,socks4,109.224.12.170:52015,True,7610.237121582,294299,1094808,21.186200919008,109.224.12.170
True,1790483170.8702,elite,7768.6127954747,1789794775.4392,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790398280,1790483170.8702,11362,socks5,45.74.31.40:11362,True,13878.325939178,2119,3365,38.639679066375,45.74.31.40
True,1790483170.8687,elite,7924.6746974607,1790448969.7433,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790446429,1790483170.8687,14694,socks5,45.74.31.22:14694,True,7488.2831573486,124,139,47.148288973384,45.74.31.22
True,1790476748.7154,elite,4096.2076879626,1789456332.6619,AS152194 CTG Server Limited,CTGSERVERLIMITED-AS-AP,Shatin,Asia,AS,Hong Kong,HK,,True,CTG Server Ltd.,22.3829,114.1779,False,Rackip Consultancy Pte. LTD,False,Sha Tin,success,Asia/Hong_Kong,,1790058356,1790483170.8619,1080,socks5,27.124.12.186:1080,True,4646.3792324066,14171,113,99.208905068608,27.124.12.186
True,1790483027.9183,elite,10994.629688978,1770197364.9521,AS24940 Hetzner Online GmbH,HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,True,Hetzner Online GmbH,60.1719,24.9347,False,,True,Uusimaa,success,Europe/Helsinki,00221,1790024207,1790483170.845,9050,socks5,65.21.212.113:9050,True,11374.404430389,45730,101922,30.971473464633,65.21.212.113
True,1790483170.8321,elite,10091.046087077,1790252218.6085,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,PNAP-ASHDC5,True,Virginia,success,America/New_York,20147,1790249802,1790483170.8321,30601,http,131.153.1.46:30601,True,2746.985912323,122,848,12.577319587629,131.153.1.46
True,1790482837.6117,elite,701.91561484493,1790313844.7624,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,True,Shenzhen Tencent Computer Systems Company Limited,1.35208,103.82,False,Tencent Cloud Computing,False,North West,success,Asia/Singapore,858877,1790312591,1790483170.7947,10000,http,43.134.39.221:10000,True,656.20851516724,1828,71,96.261190100053,43.134.39.221
True,1790483170.7715,elite,11164.288591594,1790204273.7195,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,PNAP-ASHDC5,True,Virginia,success,America/New_York,20147,1790202334,1790483170.7715,34767,socks5,131.153.1.46:34767,True,1059.3590736389,64,1419,4.3155765340526,131.153.1.46
True,1790483170.7685,elite,6000.813126564,1790294678.5147,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,PNAP-ASHDC5,True,Virginia,success,America/New_York,20147,1790482229,1790483170.7685,33260,socks5,131.153.1.46:33260,True,2121.6611862183,2,380,0.52356020942408,131.153.1.46
True,1790482985.294,elite,6677.8336396463,1790336766.1788,AS51202 NUXOA GmbH,NUXOA,Maisach,Europe,EU,Germany,DE,,True,NUXOA GmbH,48.2167,11.2622,False,NUXOA GmbH,False,Bavaria,success,Europe/Berlin,82216,1790336515,1790483170.7412,1080,socks5,62.169.152.98:1080,True,3336.5917205811,757,481,61.147011308562,62.169.152.98
True,1790482882.5131,elite,8003.9723193508,1789535486.6994,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790138685,1790483170.728,14223,socks5,45.74.31.22:14223,True,13101.597070694,3220,5114,38.636909047276,45.74.31.22
True,1790483170.6249,elite,3153.1940756774,1696966444.466,"AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA","TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA",San Pedro Sula,North America,,Honduras,HN,,False,"TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA",15.4967,-88.0338,True,SERCOM de Honduras,True,Cortés Department,success,America/Tegucigalpa,,1790382594,1790483170.6249,5678,socks4,181.115.75.102:5678,True,3792.7446365356,327319,1069573,23.431947494867,181.115.75.102
True,1790482977.1405,elite,6703.5273357409,1789805140.2746,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790409200,1790483170.6087,6389,socks5,45.74.31.25:6389,True,5718.1549072266,1331,2610,33.773154021822,45.74.31.25
True,1790483086.4213,elite,4685.611163304,1785817015.8421,AS31898 Oracle Corporation,ORACLE-BMC-31898,Ashburn,North America,,United States,US,,True,Oracle Corporation,39.018,-77.539,False,Oracle Cloud Infrastructure (us-ashburn-1),True,Virginia,success,America/New_York,20147,1790048297,1790483170.5681,1080,socks5,150.136.58.221:1080,True,6628.301858902,60089,56791,51.410848733744,150.136.58.221
True,1790482117.1221,elite,4479.68573828,1790476450.6899,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790474122,1790483170.5527,11504,socks5,45.74.31.30:11504,True,11950.44708252,37,16,69.811320754717,45.74.31.30
True,1790483001.3969,elite,6535.9652530964,1789776552.5019,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790378649,1790483170.4896,6863,socks5,45.74.31.25:6863,True,6386.80768013,1625,3390,32.402791625125,45.74.31.25
True,1790483016.7908,elite,2941.1493461782,1790298157.042,AS61403 Sever Telecom JSC,Sever-Telecom-Cher,Cherepovets,Europe,EU,Russia,RU,,False,SEVER-TELECOM,59.1264,37.9012,False,,False,Vologda Oblast,success,Europe/Moscow,162600,1790297233,1790483170.4872,1080,socks5,178.57.102.50:1080,True,1350.727558136,550,853,39.2017106201,178.57.102.50
True,1790483170.443,elite,9539.8152669271,1790478065.4023,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,PNAP-ASHDC5,True,Virginia,success,America/New_York,20147,1790476352,1790483170.443,29727,http,131.153.1.46:29727,True,6826.4117240906,6,18,25.0,131.153.1.46
True,1790483170.4413,elite,13323.774462511,1790341836.1884,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,Secured Servers LLC,True,Arizona,success,America/Phoenix,85001,1790340693,1790483170.4413,34908,socks5,174.138.161.146:34908,True,13188.967943192,237,593,28.55421686747,174.138.161.146
True,1790483170.4195,elite,7904.6185668452,1789795777.6544,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790398355,1790483170.4195,15423,socks5,45.74.31.23:15423,True,5630.8162212372,2458,3222,43.274647887324,45.74.31.23
True,1790483170.3983,elite,1205.1390034989,1776080594.577,AS46562 Performive LLC,PERFORMIVE,Beverly Hills,North America,,United States,US,,False,Performive LLC,34.0625,-118.384,False,ZeroLag Communications,True,California,success,America/Los_Angeles,90211,1789923483,1790483170.3983,4145,socks5,199.102.104.70:4145,True,979.71296310425,83669,77950,51.76928455194,199.102.104.70
True,1790482974.1829,elite,6939.5880111643,1790321110.4226,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,UCLOUD-HK-AS-AP,Taipei,Asia,AS,Taiwan,TW,,True,Zenlayer Inc,25.0329,121.5654,False,UCLOUD,False,Taiwan,success,Asia/Taipei,,1790318765,1790483170.3559,1080,socks4,128.14.229.215:1080,True,3368.1437969208,15242,639,95.976323909074,128.14.229.215
True,1790483170.3443,elite,11834.64303291,1776134898.7358,AS31898 Oracle Corporation,ORACLE-BMC-31898,Seoul,Asia,AS,South Korea,KR,,True,Oracle Corporation,37.5985,126.9783,False,Oracle Cloud Infrastructure (ap-seoul-1),True,Seoul,success,Asia/Seoul,02878,1789936591,1790483170.3443,19422,socks5,146.56.191.98:19422,True,5162.4104976654,28174,97009,22.506250848757,146.56.191.98
True,1790482048.3568,elite,4430.1988793014,1787395502.2116,AS135905 VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,False,Vietnam Posts and Telecommunications Group,21.0278,105.834,False,VNPT,True,Hanoi,success,Asia/Bangkok,,1790417151,1790483170.338,10800,socks5,14.225.204.32:10800,True,2015.8438682556,97978,2815,97.207147321739,14.225.204.32
True,1790483052.2853,elite,3784.9597601488,1786848931.4533,AS4812 China Telecom (Group),CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,False,China Telecom (Group),31.2222,121.4581,False,Chinanet SH,True,Shanghai,success,Asia/Shanghai,,1790476131,1790483170.2689,1080,socks4,116.232.80.133:1080,True,8567.2242641449,104720,98407,51.5539539303,116.232.80.133
True,1790483170.2616,elite,9389.582354279,1789231417.5367,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790440186,1790483170.2616,7617,socks5,45.74.31.30:7617,True,14499.054431915,1861,5917,23.926459244022,45.74.31.30
True,1790483006.9165,elite,5392.3589358688,1790161492.7479,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790160775,1790483170.2537,9183,socks5,45.74.31.25:9183,True,4664.5770072937,506,1174,30.119047619048,45.74.31.25
True,1790482674.2329,elite,7303.7357970993,1789534934.606,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790138780,1790483170.1968,10486,socks5,45.74.31.50:10486,True,1293.9033508301,2244,4578,32.893579595427,45.74.31.50
True,1790483107.5328,elite,3767.6270808953,1790318224.9114,AS55453 SKYTELECOM,SKYTELECOM-AS-PK,Islamabad,Asia,AS,Pakistan,PK,,False,ITSP,33.6996,73.0362,False,,False,Islamabad,success,Asia/Karachi,44000,1790317585,1790483170.1681,1080,socks5,27.54.121.90:1080,True,3895.1809406281,1036,482,68.247694334651,27.54.121.90
True,1790482885.8882,elite,13612.132647267,1770199631.2942,AS141995 Contabo Asia Private Limited,CAPL-AS-AP,Mumbai,Asia,AS,India,IN,,True,Contabo Asia Private Limited,19.0748,72.8856,False,Contabo GmbH,True,Maharashtra,success,Asia/Kolkata,400710,1789898141,1790483170.1521,9100,socks5,178.212.35.124:9100,True,14176.488161087,16259,27328,37.302406680891,178.212.35.124
True,1790483098.7485,elite,2604.304706142,1697036938.6316,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Pensacola,North America,,United States,US,,False,Cox Communications Inc.,30.4077,-87.219,False,Cox Communications,True,Florida,success,America/Chicago,32516,1789995403,1790483170.0909,4145,socks4,184.181.217.201:4145,True,894.06800270081,920100,786333,53.919491711658,184.181.217.201
True,1790483109.8328,elite,8248.6410054518,1790190267.2792,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,PNAP-ASHDC5,True,Virginia,success,America/New_York,20147,1790187469,1790483170.0483,54024,http,131.153.1.46:54024,True,446.3255405426,193,1104,14.880493446415,131.153.1.46
True,1790482951.6178,elite,6048.0151576484,1790090513.0326,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790087055,1790483170.0481,15792,socks5,45.74.31.23:15792,True,8358.1447601318,298,1777,14.361445783133,45.74.31.23
True,1790483170.0454,elite,11621.459845552,1780490852.2231,AS51167 Contabo GmbH,CONTABO,Lauterbourg,Europe,EU,France,FR,,False,Contabo GmbH,48.9742,8.1851,False,Contabo GmbH,True,Grand Est,success,Europe/Paris,67630,1790167801,1790483170.0454,9050,socks4,38.242.156.163:9050,True,14903.723239899,63874,291232,17.987305199011,38.242.156.163
True,1790483075.7282,elite,6010.2746874241,1790446823.1281,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790446421,1790483170.0392,7297,socks5,45.74.31.25:7297,True,12555.82690239,203,112,64.444444444444,45.74.31.25
True,1790483170.0382,elite,8015.4973316193,1790307277.1562,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790304269,1790483170.0382,12601,socks5,45.74.31.23:12601,True,985.18228530884,575,665,46.370967741935,45.74.31.23
True,1790483074.1307,elite,3317.2677925352,1696990892.3317,AS13489 UNE EPM TELECOMUNICACIONES S.A.,UNE EPM TELECOMUNICACIONES S.A.,Medellín,South America,SA,Colombia,CO,,False,EPM Telecomunicaciones S.A. E.S.P.,6.2529,-75.5646,False,EPM Telecomunicaciones S.A. E.S.P,True,Antioquia,success,America/Bogota,050001,1790382558,1790483170.0317,4153,socks4,181.143.59.140:4153,True,8157.3736667633,298153,1109027,21.187978794468,181.143.59.140
True,1790481777.5516,elite,8272.4906454936,1787366642.7445,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790387788,1790483170.0241,4443,socks5,45.74.31.30:4443,True,9430.0920963287,3079,21171,12.696907216495,45.74.31.30
True,1790480821.1111,elite,952.37086341463,1781879207.0032,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Bangkok,Asia,AS,Thailand,TH,,True,Alibaba.com LLC,13.7551,100.5057,False,"Delta Centric LLC, Zenlayer Inc",True,Bangkok,success,Asia/Bangkok,10200,1790347460,1790483169.9937,8888,http,47.81.56.193:8888,True,559.63587760925,94477,24132,79.654157778921,47.81.56.193
True,1790483036.3922,elite,11746.531911388,1770198304.303,AS399629 BL Networks,BLNWX,Amsterdam,Europe,EU,The Netherlands,NL,,True,BL Networks NL,52.3109,4.9453,False,FranTech Solutions,True,North Holland,success,Europe/Amsterdam,1101,1790426091,1790483169.9851,7301,socks5,172.86.75.243:7301,True,11833.892583847,58638,122923,32.296583517385,172.86.75.243
